Upper and lower bounds for the problem
Iteration 300; Item picked: Cube_02; Base position: 832.5929755861498 mm; Feasibility: NO! 
Iteration 301; Item picked: Cube_01; Base position: 778.8135122677586 mm; Feasibility: NO! 
Iteration: 302;  Base position: -109.12293753641598 mm; Feasibility: YES!; Manipulability: 0.21354 
Iteration 303; Item picked: Cube_00; Base position: -753.7343937017802 mm; Feasibility: NO! 
Iteration 304; Item picked: Cube_02; Base position: 695.8616551756218 mm; Feasibility: NO! 
Iteration 305; Item picked: Cube_02; Base position: 1045.5340479133365 mm; Feasibility: NO! 
Iteration 306; Item picked: Cube_02; Base position: -1264.9743769632432 mm; Feasibility: NO! 
Iteration 307; Item picked: Cube_00; Base position: 512.5560416436699 mm; Feasibility: NO! 
Iteration 308; Item picked: Cube_01; Base position: 1125.28763108645 mm; Feasibility: NO! 
Iteration 309; Item picked: Cube_00; Base position: -697.6508307219041 mm; Feasibility: NO! 
Iteration 310; Item picked: Cube_00; Base position: -811.4470031907907 mm; Feasibility: NO! 
Iteration 311; Item picked: Cube_00; Base position: -969.0877060727303 mm; Feasibility: NO! 
Iteration 312; Item picked: Cube_01; Base position: -1210.4701255541854 mm; Feasibility: NO! 
Iteration 313; Item picked: Cube_01; Base position: 1220.3258871651115 mm; Feasibility: NO! 
Iteration 314; Item picked: Cube_01; Base position: 1445.5337724716874 mm; Feasibility: NO! 
Iteration 315; Item picked: Cube_01; Base position: -1289.0882409121648 mm; Feasibility: NO! 
Iteration: 316;  Base position: -608.4742674541704 mm; Feasibility: YES!; Manipulability: 0.12581 
Iteration: 317;  Base position: -207.18767192601626 mm; Feasibility: YES!; Manipulability: 0.16953 
Iteration 318; Item picked: Cube_00; Base position: 1262.330294612511 mm; Feasibility: NO! 
Iteration: 319;  Base position: -382.7569017571352 mm; Feasibility: YES!; Manipulability: 0.16576 
Iteration: 320;  Base position: -121.27396871389419 mm; Feasibility: YES!; Manipulability: 0.19949 
Iteration 321; Item picked: Cube_00; Base position: 867.7239480865446 mm; Feasibility: NO! 
Iteration: 322;  Base position: -101.10255250416617 mm; Feasibility: YES!; Manipulability: 0.17906 
Iteration 323; Item picked: Cube_00; Base position: 1439.7350334806629 mm; Feasibility: NO! 
Iteration: 324;  Base position: 91.50153067989481 mm; Feasibility: YES!; Manipulability: 0.18273 
Iteration 325; Item picked: Cube_00; Base position: 736.9850296085538 mm; Feasibility: NO! 
Iteration 326; Item picked: Cube_00; Base position: -1231.2698663651681 mm; Feasibility: NO! 
Iteration 327; Item picked: Cube_01; Base position: 398.9418104707179 mm; Feasibility: NO! 
Iteration: 328;  Base position: -130.99725932471824 mm; Feasibility: YES!; Manipulability: 0.17886 
Iteration 329; Item picked: Cube_01; Base position: -1020.654900313973 mm; Feasibility: NO! 
Iteration 330; Item picked: Cube_02; Base position: -881.1021897392125 mm; Feasibility: NO! 
Iteration: 331;  Base position: 164.69458308180083 mm; Feasibility: YES!; Manipulability: 0.21832 
Iteration: 332;  Base position: 88.34578194468759 mm; Feasibility: YES!; Manipulability: 0.21228 
Iteration 333; Item picked: Cube_02; Base position: 1156.934818583195 mm; Feasibility: NO! 
Iteration 334; Item picked: Cube_00; Base position: 1388.8448131919217 mm; Feasibility: NO! 
Iteration 335; Item picked: Cube_02; Base position: 1241.0267684396918 mm; Feasibility: NO! 
Iteration: 336;  Base position: 102.82395698730534 mm; Feasibility: YES!; Manipulability: 0.19797 
Iteration 337; Item picked: Cube_02; Base position: -845.4441453107304 mm; Feasibility: NO! 
Iteration 338; Item picked: Cube_02; Base position: 712.8438901599011 mm; Feasibility: NO! 
Iteration 339; Item picked: Cube_02; Base position: -660.6991295415612 mm; Feasibility: NO! 
Iteration: 340;  Base position: 277.12284577543755 mm; Feasibility: YES!; Manipulability: 0.19762 
Iteration: 341;  Base position: -539.8483454303815 mm; Feasibility: YES!; Manipulability: 0.15064 
Iteration 342; Item picked: Cube_01; Base position: 1186.393479780264 mm; Feasibility: NO! 
Iteration 343; Item picked: Cube_02; Base position: 1095.2532324179997 mm; Feasibility: NO! 
Iteration 344; Item picked: Cube_01; Base position: 545.6191255159094 mm; Feasibility: NO! 
Iteration 345; Item picked: Cube_02; Base position: -967.2249537993855 mm; Feasibility: NO! 
Iteration 346; Item picked: Cube_00; Base position: 1230.204043544049 mm; Feasibility: NO! 
Iteration: 347;  Base position: -339.03544551896766 mm; Feasibility: YES!; Manipulability: 0.18177 
Iteration 348; Item picked: Cube_01; Base position: 1248.6281383606438 mm; Feasibility: NO! 
Iteration 349; Item picked: Cube_00; Base position: 1279.0718606431615 mm; Feasibility: NO! 
Iteration 350; Item picked: Cube_01; Base position: -1441.7643753640505 mm; Feasibility: NO! 
Iteration 351; Item picked: Cube_01; Base position: -1053.8174307250383 mm; Feasibility: NO! 
Iteration: 352;  Base position: -91.55017981138462 mm; Feasibility: YES!; Manipulability: 0.15778 
Iteration 353; Item picked: Cube_00; Base position: 1413.6258661273237 mm; Feasibility: NO! 
Iteration 354; Item picked: Cube_01; Base position: 682.9151038964419 mm; Feasibility: NO! 
Iteration: 355;  Base position: -454.5801198665142 mm; Feasibility: YES!; Manipulability: 0.1728 
Iteration 356; Item picked: Cube_01; Base position: -909.4657366357017 mm; Feasibility: NO! 
Iteration 357; Item picked: Cube_02; Base position: -1204.517141671944 mm; Feasibility: NO! 
Iteration: 358;  Base position: -181.31757307242128 mm; Feasibility: YES!; Manipulability: 0.17014 
Iteration 359; Item picked: Cube_01; Base position: 443.6306527707452 mm; Feasibility: NO! 
Iteration: 360;  Base position: 198.79026211086102 mm; Feasibility: YES!; Manipulability: 0.19274 
Iteration 361; Item picked: Cube_00; Base position: 875.4315673186115 mm; Feasibility: NO! 
Iteration: 362;  Base position: -48.49856222954895 mm; Feasibility: YES!; Manipulability: 0.18566 
Iteration: 363;  Base position: 55.178035553476775 mm; Feasibility: YES!; Manipulability: 0.21367 
Iteration 364; Item picked: Cube_01; Base position: 984.1827625284382 mm; Feasibility: NO! 
Iteration 365; Item picked: Cube_01; Base position: -774.430010692618 mm; Feasibility: NO! 
Iteration 366; Item picked: Cube_01; Base position: -719.8343698178378 mm; Feasibility: NO! 
Iteration 367; Item picked: Cube_02; Base position: 1025.1157387829307 mm; Feasibility: NO! 
Iteration: 368;  Base position: -196.62655152709 mm; Feasibility: YES!; Manipulability: 0.18958 
Iteration 369; Item picked: Cube_02; Base position: 1280.748924116318 mm; Feasibility: NO! 
Iteration 370; Item picked: Cube_00; Base position: -1410.718259347046 mm; Feasibility: NO! 
Iteration: 371;  Base position: 154.7175565703751 mm; Feasibility: YES!; Manipulability: 0.1809 
Iteration: 372;  Base position: -189.18393607907205 mm; Feasibility: YES!; Manipulability: 0.2236 
Iteration: 373;  Base position: -38.912818188211986 mm; Feasibility: YES!; Manipulability: 0.17878 
Iteration 374; Item picked: Cube_01; Base position: 906.5232119053871 mm; Feasibility: NO! 
Iteration: 375;  Base position: -527.6554944542088 mm; Feasibility: YES!; Manipulability: 0.12702 
Iteration 376; Item picked: Cube_00; Base position: 795.7415238904 mm; Feasibility: NO! 
Iteration: 377;  Base position: 190.14833122764549 mm; Feasibility: YES!; Manipulability: 0.17849 
Iteration: 378;  Base position: -521.8878021328825 mm; Feasibility: YES!; Manipulability: 0.16589 
Iteration 379; Item picked: Cube_02; Base position: 666.6799519891442 mm; Feasibility: NO! 
Iteration: 380;  Base position: 117.4577971371616 mm; Feasibility: YES!; Manipulability: 0.17553 
Iteration 381; Item picked: Cube_01; Base position: -1388.7964514208197 mm; Feasibility: NO! 
Iteration 382; Item picked: Cube_00; Base position: 864.7104880544139 mm; Feasibility: NO! 
Iteration 383; Item picked: Cube_02; Base position: -1064.5171650942434 mm; Feasibility: NO! 
Iteration: 384;  Base position: -2.1571778308207286 mm; Feasibility: YES!; Manipulability: 0.15819 
Iteration 385; Item picked: Cube_02; Base position: 383.80328369419726 mm; Feasibility: NO! 
Iteration 386; Item picked: Cube_00; Base position: 1125.4373199244133 mm; Feasibility: NO! 
Iteration 387; Item picked: Cube_00; Base position: -738.0088511965 mm; Feasibility: NO! 
Iteration: 388;  Base position: 511.97929282020505 mm; Feasibility: YES!; Manipulability: 0.09525 
Iteration 389; Item picked: Cube_02; Base position: 1400.5755312914298 mm; Feasibility: NO! 
Iteration: 390;  Base position: -370.1603167887861 mm; Feasibility: YES!; Manipulability: 0.17873 
Iteration: 391;  Base position: 224.97891514777893 mm; Feasibility: YES!; Manipulability: 0.20977 
Iteration: 392;  Base position: -230.98705941103253 mm; Feasibility: YES!; Manipulability: 0.20525 
Iteration: 393;  Base position: -624.9067563308726 mm; Feasibility: YES!; Manipulability: 0.11497 
Iteration 394; Item picked: Cube_00; Base position: 757.8467685222481 mm; Feasibility: NO! 
Iteration 395; Item picked: Cube_02; Base position: 1186.741431585347 mm; Feasibility: NO! 
Iteration 396; Item picked: Cube_01; Base position: -1443.7838937595955 mm; Feasibility: NO! 
Iteration 397; Item picked: Cube_02; Base position: 772.120536337045 mm; Feasibility: NO! 
Iteration 398; Item picked: Cube_02; Base position: -1270.466619514478 mm; Feasibility: NO! 
Iteration: 399;  Base position: -326.9687561800122 mm; Feasibility: YES!; Manipulability: 0.1664 
Iteration: 400;  Base position: -122.42214906589197 mm; Feasibility: YES!; Manipulability: 0.19946 
Iteration 401; Item picked: Cube_01; Base position: 997.1276502414244 mm; Feasibility: NO! 
Iteration 402; Item picked: Cube_01; Base position: 976.0175824764897 mm; Feasibility: NO! 
Iteration 403; Item picked: Cube_01; Base position: 960.8314970334568 mm; Feasibility: NO! 
Iteration: 404;  Base position: 354.86035073577636 mm; Feasibility: YES!; Manipulability: 0.1431 
Iteration 405; Item picked: Cube_00; Base position: -1159.3167791152284 mm; Feasibility: NO! 
Iteration 406; Item picked: Cube_02; Base position: -773.4316995047159 mm; Feasibility: NO! 
Iteration 407; Item picked: Cube_01; Base position: 939.5937208575738 mm; Feasibility: NO! 
Iteration 408; Item picked: Cube_02; Base position: 1390.696623167406 mm; Feasibility: NO! 
Iteration: 409;  Base position: -170.34691769324832 mm; Feasibility: YES!; Manipulability: 0.19793 
Iteration: 410;  Base position: -133.2754640137848 mm; Feasibility: YES!; Manipulability: 0.19135 
Iteration: 411;  Base position: -612.5346812612144 mm; Feasibility: YES!; Manipulability: 0.12781 
Iteration 412; Item picked: Cube_00; Base position: -855.0800507378206 mm; Feasibility: NO! 
Iteration: 413;  Base position: 113.62401399444707 mm; Feasibility: YES!; Manipulability: 0.16954 
Iteration 414; Item picked: Cube_00; Base position: -640.9392421784185 mm; Feasibility: NO! 
Iteration 415; Item picked: Cube_01; Base position: -936.8748224022347 mm; Feasibility: NO! 
Iteration 416; Item picked: Cube_00; Base position: -1370.8750966927603 mm; Feasibility: NO! 
Iteration: 417;  Base position: 84.92379636848727 mm; Feasibility: YES!; Manipulability: 0.17684 
Iteration 418; Item picked: Cube_00; Base position: -1417.0299675098863 mm; Feasibility: NO! 
Iteration 419; Item picked: Cube_01; Base position: 428.0239780195441 mm; Feasibility: NO! 
Iteration: 420;  Base position: 474.250268482976 mm; Feasibility: YES!; Manipulability: 0.13136 
Iteration: 421;  Base position: 31.866403931082687 mm; Feasibility: YES!; Manipulability: 0.15766 
Iteration 422; Item picked: Cube_00; Base position: 887.128054017146 mm; Feasibility: NO! 
Iteration 423; Item picked: Cube_02; Base position: -1430.3493482889915 mm; Feasibility: NO! 
Iteration 424; Item picked: Cube_00; Base position: 558.7328120611669 mm; Feasibility: NO! 
Iteration 425; Item picked: Cube_00; Base position: -908.0465454358019 mm; Feasibility: NO! 
Iteration: 426;  Base position: -306.61802533927516 mm; Feasibility: YES!; Manipulability: 0.167 
Iteration: 427;  Base position: -268.5277333272513 mm; Feasibility: YES!; Manipulability: 0.17621 
Iteration 428; Item picked: Cube_02; Base position: 958.1742328761875 mm; Feasibility: NO! 
Iteration 429; Item picked: Cube_02; Base position: -1207.5768338019404 mm; Feasibility: NO! 
Iteration: 430;  Base position: -466.6962917047008 mm; Feasibility: YES!; Manipulability: 0.15378 
Iteration 431; Item picked: Cube_01; Base position: 565.4298643514185 mm; Feasibility: NO! 
Iteration 432; Item picked: Cube_00; Base position: -777.140934183385 mm; Feasibility: NO! 
Iteration 433; Item picked: Cube_02; Base position: -669.3192380359145 mm; Feasibility: NO! 
Iteration 434; Item picked: Cube_02; Base position: 429.5335174725187 mm; Feasibility: NO! 
Iteration: 435;  Base position: -345.87489944909566 mm; Feasibility: YES!; Manipulability: 0.18611 
Iteration 436; Item picked: Cube_00; Base position: 619.6331847201536 mm; Feasibility: NO! 
Iteration 437; Item picked: Cube_02; Base position: 574.0732515658865 mm; Feasibility: NO! 
Iteration: 438;  Base position: -557.8835772360708 mm; Feasibility: YES!; Manipulability: 0.15381 
Iteration 439; Item picked: Cube_02; Base position: -1380.1040675726622 mm; Feasibility: NO! 
Iteration 440; Item picked: Cube_02; Base position: 460.91479580780106 mm; Feasibility: NO! 
Iteration: 441;  Base position: -293.862093244222 mm; Feasibility: YES!; Manipulability: 0.18445 
Iteration 442; Item picked: Cube_00; Base position: -755.7320475618793 mm; Feasibility: NO! 
Iteration 443; Item picked: Cube_00; Base position: -1286.6719185746501 mm; Feasibility: NO! 
Iteration 444; Item picked: Cube_00; Base position: 1006.2711549217879 mm; Feasibility: NO! 
Iteration 445; Item picked: Cube_01; Base position: -1066.3746082083244 mm; Feasibility: NO! 
Iteration 446; Item picked: Cube_01; Base position: 671.4884629994981 mm; Feasibility: NO! 
Iteration: 447;  Base position: 209.03053865631432 mm; Feasibility: YES!; Manipulability: 0.1712 
Iteration 448; Item picked: Cube_02; Base position: -1359.5031453441638 mm; Feasibility: NO! 
Iteration: 449;  Base position: -43.02017400154887 mm; Feasibility: YES!; Manipulability: 0.17883 
Iteration 450; Item picked: Cube_02; Base position: -667.4286139358376 mm; Feasibility: NO! 
Iteration 451; Item picked: Cube_01; Base position: -1405.8773006538822 mm; Feasibility: NO! 
Iteration 452; Item picked: Cube_01; Base position: -1064.5830789352383 mm; Feasibility: NO! 
Iteration 453; Item picked: Cube_02; Base position: 525.635715777001 mm; Feasibility: NO! 
Iteration: 454;  Base position: -292.11878125261615 mm; Feasibility: YES!; Manipulability: 0.20969 
Iteration: 455;  Base position: 283.1441508266141 mm; Feasibility: YES!; Manipulability: 0.1564 
Iteration: 456;  Base position: -335.0084965091514 mm; Feasibility: YES!; Manipulability: 0.17695 
Iteration 457; Item picked: Cube_00; Base position: 719.7751783571111 mm; Feasibility: NO! 
Iteration: 458;  Base position: -432.91175106901323 mm; Feasibility: YES!; Manipulability: 0.17079 
Iteration 459; Item picked: Cube_01; Base position: -1455.1852547206875 mm; Feasibility: NO! 
Iteration 460; Item picked: Cube_02; Base position: -450.25433330805345 mm; Feasibility: NO! 
Iteration 461; Item picked: Cube_02; Base position: -1267.680245523482 mm; Feasibility: NO! 
Iteration 462; Item picked: Cube_00; Base position: 1014.1145172502652 mm; Feasibility: NO! 
Iteration 463; Item picked: Cube_01; Base position: -843.7588211747766 mm; Feasibility: NO! 
Iteration: 464;  Base position: -125.2546597542464 mm; Feasibility: YES!; Manipulability: 0.17096 
Iteration: 465;  Base position: 322.2390670116936 mm; Feasibility: YES!; Manipulability: 0.16655 
Iteration: 466;  Base position: 431.12732097893377 mm; Feasibility: YES!; Manipulability: 0.14147 
Iteration 467; Item picked: Cube_01; Base position: -560.1708019208035 mm; Feasibility: NO! 
Iteration: 468;  Base position: 5.335135213108742 mm; Feasibility: YES!; Manipulability: 0.17169 
Iteration 469; Item picked: Cube_02; Base position: -940.1298198495091 mm; Feasibility: NO! 
Iteration: 470;  Base position: 124.60434935744138 mm; Feasibility: YES!; Manipulability: 0.1694 
Iteration: 471;  Base position: -243.1718800913343 mm; Feasibility: YES!; Manipulability: 0.20367 
Iteration 472; Item picked: Cube_01; Base position: 1070.5498349820764 mm; Feasibility: NO! 
Iteration 473; Item picked: Cube_01; Base position: -581.5404015886675 mm; Feasibility: NO! 
Iteration 474; Item picked: Cube_00; Base position: -1107.3602246518185 mm; Feasibility: NO! 
Iteration 475; Item picked: Cube_02; Base position: -745.2467380339799 mm; Feasibility: NO! 
Iteration 476; Item picked: Cube_00; Base position: -1018.4949112623278 mm; Feasibility: NO! 
Iteration 477; Item picked: Cube_01; Base position: 477.7237367026364 mm; Feasibility: NO! 
Iteration 478; Item picked: Cube_00; Base position: 1008.5642731760549 mm; Feasibility: NO! 
Iteration 479; Item picked: Cube_02; Base position: -1122.9921853918243 mm; Feasibility: NO! 
Iteration: 480;  Base position: 206.4742249748324 mm; Feasibility: YES!; Manipulability: 0.16838 
Iteration 481; Item picked: Cube_02; Base position: -633.0213401649071 mm; Feasibility: NO! 
Iteration: 482;  Base position: -592.0919040838909 mm; Feasibility: YES!; Manipulability: 0.1431 
Iteration 483; Item picked: Cube_01; Base position: -566.7319835429623 mm; Feasibility: NO! 
Iteration 484; Item picked: Cube_02; Base position: 1366.3831362752699 mm; Feasibility: NO! 
Iteration: 485;  Base position: 393.8462695674791 mm; Feasibility: YES!; Manipulability: 0.17064 
Iteration 486; Item picked: Cube_01; Base position: -1260.5615911063642 mm; Feasibility: NO! 
Iteration: 487;  Base position: 109.1928811322739 mm; Feasibility: YES!; Manipulability: 0.21116 
Iteration: 488;  Base position: -62.79379867327566 mm; Feasibility: YES!; Manipulability: 0.21454 
Iteration 489; Item picked: Cube_00; Base position: 1021.2841965310404 mm; Feasibility: NO! 
Iteration 490; Item picked: Cube_02; Base position: 561.8040029127969 mm; Feasibility: NO! 
Iteration: 491;  Base position: -188.7375622765021 mm; Feasibility: YES!; Manipulability: 0.22368 
Iteration 492; Item picked: Cube_02; Base position: 1287.2697806299798 mm; Feasibility: NO! 
Iteration 493; Item picked: Cube_02; Base position: 392.05527927159324 mm; Feasibility: NO! 
Iteration 494; Item picked: Cube_00; Base position: -695.9316246626992 mm; Feasibility: NO! 
Iteration 495; Item picked: Cube_02; Base position: 823.873339398589 mm; Feasibility: NO! 
Iteration 496; Item picked: Cube_02; Base position: -1228.463809602796 mm; Feasibility: NO! 
Iteration 497; Item picked: Cube_02; Base position: 840.3908417392354 mm; Feasibility: NO! 
Iteration 498; Item picked: Cube_00; Base position: 948.4810201636842 mm; Feasibility: NO! 
Iteration 499; Item picked: Cube_00; Base position: -1235.2784655181006 mm; Feasibility: NO! 
Iteration: 500;  Base position: 339.03732538700547 mm; Feasibility: YES!; Manipulability: 0.12515 
Iteration: 501;  Base position: -622.3961519147866 mm; Feasibility: YES!; Manipulability: 0.11621 
Iteration 502; Item picked: Cube_00; Base position: 754.2050653827705 mm; Feasibility: NO! 
Iteration 503; Item picked: Cube_02; Base position: 742.613263989007 mm; Feasibility: NO! 
Iteration 504; Item picked: Cube_01; Base position: -1115.207623356379 mm; Feasibility: NO! 
Iteration: 505;  Base position: 370.5807882701324 mm; Feasibility: YES!; Manipulability: 0.12988 
Iteration 506; Item picked: Cube_02; Base position: 545.3901286223336 mm; Feasibility: NO! 
Iteration 507; Item picked: Cube_01; Base position: -1229.724197351611 mm; Feasibility: NO! 
Iteration 508; Item picked: Cube_00; Base position: 585.0323870384136 mm; Feasibility: NO! 
Iteration 509; Item picked: Cube_00; Base position: 1172.3053196365267 mm; Feasibility: NO! 
Iteration 510; Item picked: Cube_00; Base position: -1066.3500783738486 mm; Feasibility: NO! 
Iteration 511; Item picked: Cube_01; Base position: -806.5693821623552 mm; Feasibility: NO! 
Iteration 512; Item picked: Cube_00; Base position: -819.0670305151515 mm; Feasibility: NO! 
Iteration 513; Item picked: Cube_00; Base position: 513.6830656084746 mm; Feasibility: NO! 
Iteration 514; Item picked: Cube_02; Base position: 745.4382973901897 mm; Feasibility: NO! 
Iteration 515; Item picked: Cube_02; Base position: -1098.316077017755 mm; Feasibility: NO! 
Iteration 516; Item picked: Cube_02; Base position: 1274.1506907030835 mm; Feasibility: NO! 
Iteration 517; Item picked: Cube_00; Base position: -1210.0512975218862 mm; Feasibility: NO! 
Iteration 518; Item picked: Cube_01; Base position: 1174.7971519615612 mm; Feasibility: NO! 
Iteration 519; Item picked: Cube_02; Base position: -1405.8728610598391 mm; Feasibility: NO! 
Iteration 520; Item picked: Cube_01; Base position: 1236.687889829564 mm; Feasibility: NO! 
Iteration 521; Item picked: Cube_01; Base position: 705.2472306868813 mm; Feasibility: NO! 
Iteration 522; Item picked: Cube_00; Base position: -889.7162650811453 mm; Feasibility: NO! 
Iteration: 523;  Base position: -459.54238162308343 mm; Feasibility: YES!; Manipulability: 0.17133 
Iteration 524; Item picked: Cube_01; Base position: -827.5360131251025 mm; Feasibility: NO! 
Iteration 525; Item picked: Cube_02; Base position: 1156.9005969229324 mm; Feasibility: NO! 
Iteration: 526;  Base position: -210.88471046800692 mm; Feasibility: YES!; Manipulability: 0.22163 
Iteration 527; Item picked: Cube_00; Base position: 789.6545513533001 mm; Feasibility: NO! 
Iteration 528; Item picked: Cube_01; Base position: 835.8893314184229 mm; Feasibility: NO! 
Iteration 529; Item picked: Cube_02; Base position: -1035.55814353595 mm; Feasibility: NO! 
Iteration: 530;  Base position: -266.6889018083896 mm; Feasibility: YES!; Manipulability: 0.16752 
Iteration 531; Item picked: Cube_00; Base position: -1165.918368092116 mm; Feasibility: NO! 
Iteration 532; Item picked: Cube_02; Base position: -753.6924813565911 mm; Feasibility: NO! 
Iteration 533; Item picked: Cube_00; Base position: 1191.1067244172282 mm; Feasibility: NO! 
Iteration 534; Item picked: Cube_01; Base position: 1279.854376305952 mm; Feasibility: NO! 
Iteration 535; Item picked: Cube_01; Base position: -652.8565923650399 mm; Feasibility: NO! 
Iteration 536; Item picked: Cube_02; Base position: 822.0183469154795 mm; Feasibility: NO! 
Iteration: 537;  Base position: 267.81032417726556 mm; Feasibility: YES!; Manipulability: 0.17904 
Iteration 538; Item picked: Cube_02; Base position: 1297.9315339736854 mm; Feasibility: NO! 
Iteration 539; Item picked: Cube_01; Base position: 553.9110605164678 mm; Feasibility: NO! 
Iteration: 540;  Base position: -90.12790457180563 mm; Feasibility: YES!; Manipulability: 0.18569 
Iteration: 541;  Base position: -0.851969354454468 mm; Feasibility: YES!; Manipulability: 0.17176 
Iteration 542; Item picked: Cube_02; Base position: 1077.3601593530125 mm; Feasibility: NO! 
Iteration 543; Item picked: Cube_01; Base position: -1034.8373995788265 mm; Feasibility: NO! 
Iteration 544; Item picked: Cube_01; Base position: -665.5339996239339 mm; Feasibility: NO! 
Iteration: 545;  Base position: -142.1712872706753 mm; Feasibility: YES!; Manipulability: 0.19865 
Iteration 546; Item picked: Cube_01; Base position: 1449.3420540452094 mm; Feasibility: NO! 
Iteration 547; Item picked: Cube_02; Base position: -1132.649542774464 mm; Feasibility: NO! 
Iteration 548; Item picked: Cube_02; Base position: -735.8493613872135 mm; Feasibility: NO! 
Iteration: 549;  Base position: 307.87877271608977 mm; Feasibility: YES!; Manipulability: 0.17451 
Iteration 550; Item picked: Cube_00; Base position: -658.7559153929406 mm; Feasibility: NO! 
Iteration 551; Item picked: Cube_00; Base position: 1362.8250287849683 mm; Feasibility: NO! 
Iteration: 552;  Base position: 490.5743882581037 mm; Feasibility: YES!; Manipulability: 0.10482 
Iteration 553; Item picked: Cube_01; Base position: 686.5720293707113 mm; Feasibility: NO! 
Iteration 554; Item picked: Cube_02; Base position: 844.104147851559 mm; Feasibility: NO! 
Iteration: 555;  Base position: 31.20109781572978 mm; Feasibility: YES!; Manipulability: 0.20043 
Iteration 556; Item picked: Cube_00; Base position: 898.0959543202789 mm; Feasibility: NO! 
Iteration 557; Item picked: Cube_00; Base position: -1373.8780055730945 mm; Feasibility: NO! 
Iteration 558; Item picked: Cube_02; Base position: -1031.6462936364298 mm; Feasibility: NO! 
Iteration: 559;  Base position: -392.2579368842023 mm; Feasibility: YES!; Manipulability: 0.16907 
Iteration 560; Item picked: Cube_01; Base position: 996.1378681733672 mm; Feasibility: NO! 
Iteration: 561;  Base position: 459.50698885049496 mm; Feasibility: YES!; Manipulability: 0.16058 
Iteration 562; Item picked: Cube_01; Base position: -750.773653249411 mm; Feasibility: NO! 
Iteration: 563;  Base position: -43.86878927625048 mm; Feasibility: YES!; Manipulability: 0.21467 
Iteration: 564;  Base position: -25.689439036371823 mm; Feasibility: YES!; Manipulability: 0.17203 
Iteration 565; Item picked: Cube_01; Base position: -554.7503354024004 mm; Feasibility: NO! 
Iteration 566; Item picked: Cube_01; Base position: 797.5020851006752 mm; Feasibility: NO! 
Iteration 567; Item picked: Cube_00; Base position: -1335.8850602125758 mm; Feasibility: NO! 
Iteration: 568;  Base position: -55.80509149582372 mm; Feasibility: YES!; Manipulability: 0.22937 
Iteration: 569;  Base position: -166.7909141965033 mm; Feasibility: YES!; Manipulability: 0.18462 
Iteration 570; Item picked: Cube_01; Base position: -806.2405655924586 mm; Feasibility: NO! 
Iteration 571; Item picked: Cube_01; Base position: 1400.8292033883527 mm; Feasibility: NO! 
Iteration 572; Item picked: Cube_00; Base position: 923.5641454611168 mm; Feasibility: NO! 
Iteration: 573;  Base position: -81.82141531826937 mm; Feasibility: YES!; Manipulability: 0.19272 
Iteration 574; Item picked: Cube_02; Base position: 1033.164067473463 mm; Feasibility: NO! 
Iteration: 575;  Base position: 175.32036379681176 mm; Feasibility: YES!; Manipulability: 0.21692 
Iteration: 576;  Base position: 80.87941153749034 mm; Feasibility: YES!; Manipulability: 0.20375 
Iteration 577; Item picked: Cube_00; Base position: -831.7696237969237 mm; Feasibility: NO! 
Iteration 578; Item picked: Cube_01; Base position: 452.85978008398934 mm; Feasibility: NO! 
Iteration 579; Item picked: Cube_01; Base position: 544.3262067648973 mm; Feasibility: NO! 
Iteration 580; Item picked: Cube_01; Base position: 1357.9559692833777 mm; Feasibility: NO! 
Iteration: 581;  Base position: -226.52443050559714 mm; Feasibility: YES!; Manipulability: 0.17639 
Iteration: 582;  Base position: -217.4138706363019 mm; Feasibility: YES!; Manipulability: 0.19439 
Iteration 583; Item picked: Cube_00; Base position: 880.5900980035863 mm; Feasibility: NO! 
Iteration 584; Item picked: Cube_02; Base position: 1396.1165293928648 mm; Feasibility: NO! 
Iteration 585; Item picked: Cube_01; Base position: -689.6938029094126 mm; Feasibility: NO! 
Iteration: 586;  Base position: 278.473504400504 mm; Feasibility: YES!; Manipulability: 0.15659 
Iteration 587; Item picked: Cube_02; Base position: 1472.7567203326967 mm; Feasibility: NO! 
Iteration 588; Item picked: Cube_02; Base position: -1359.5897209347381 mm; Feasibility: NO! 
Iteration 589; Item picked: Cube_01; Base position: 450.0082236423991 mm; Feasibility: NO! 
Iteration 590; Item picked: Cube_01; Base position: 1368.4994409400874 mm; Feasibility: NO! 
Iteration 591; Item picked: Cube_01; Base position: 894.9864008511959 mm; Feasibility: NO! 
Iteration 592; Item picked: Cube_00; Base position: -1154.2725839099069 mm; Feasibility: NO! 
Iteration: 593;  Base position: -497.51820361043485 mm; Feasibility: YES!; Manipulability: 0.1501 
Iteration: 594;  Base position: -509.9671898648793 mm; Feasibility: YES!; Manipulability: 0.14327 
Iteration 595; Item picked: Cube_02; Base position: -1254.6830022108038 mm; Feasibility: NO! 
Iteration 596; Item picked: Cube_01; Base position: -837.3831174068156 mm; Feasibility: NO! 
Iteration 597; Item picked: Cube_01; Base position: 1091.4602521382944 mm; Feasibility: NO! 
Iteration: 598;  Base position: -254.84123066263396 mm; Feasibility: YES!; Manipulability: 0.15764 
Iteration: 599;  Base position: -409.52410718745637 mm; Feasibility: YES!; Manipulability: 0.18204 
Iteration 600; Item picked: Cube_02; Base position: -1491.4207070215753 mm; Feasibility: NO! 
Iteration 601; Item picked: Cube_01; Base position: -682.0746617713213 mm; Feasibility: NO! 
Iteration 602; Item picked: Cube_01; Base position: -1228.3096869153894 mm; Feasibility: NO! 
